"","sorted_reads.bam"
"12361",5507
"12362",102
"12363",7
"12364",36
"12365",0
"12366",367
"12367",525
"12368",87
"12369",99
"12370",91
"12371",1110
"12372",16
"12373",91
"12374",10
"12380",541
"12385",2655
"12386",7474
"12387",15099
"12388",5330
"12389",484
"12390",2007
"12391",1
"12393",334
"12394",54
"12395",1545
"123956256",7
"12396",2392
"12398",1826
"12399",0
"12400",981
"12401",0
"12402",3783
"12404",217
"12405",1851
"12406",438
"12408",1355
"12409",13
"12411",890
"12412",1330
"12416",97
"12417",1639
"12418",1762
"12419",9468
"12421",4224
"12424",7383
"12425",1
"12426",1846
"12427",104
"12428",64
"12442",30
"12443",683
"12444",3872
"12445",314
"12447",650
"12448",208
"12449",230
"12450",3827
"12452",1916
"12453",8340
"12454",1251
"12455",2207
"12457",1737
"12458",8
"12460",515
"12461",6735
"12462",2874
"12464",4130
"12465",5743
"12466",8275
"12467",8
"12468",4796
"12469",8763
"12475",34
"12476",515
"12477",2
"12478",2
"12479",5
"12480",1
"12481",2
"12482",0
"12483",13
"12484",144
"12487",22
"12488",831
"12489",177
"12490",2625
"12491",19
"12492",6656
"12493",105
"12494",118
"12495",593
"12496",299
"12497",1564
"12499",1605
"12500",0
"12501",1
"12502",0
"12503",3
"12504",246
"12505",166
"12506",16
"12507",7
"12508",328
"12509",220
"12511",84
"12512",153
"12514",214
"12515",0
"12516",40
"12517",25
"125179616",1
"12518",3
"12519",33
"12520",5424
"12521",411
"12522",467
"12523",107
"12524",85
"12525",2
"12526",1
"12527",802
"12530",253
"12531",643
"12532",11
"12534",9
"12537",3622
"12539",4017
"12540",8841
"12544",75
"12545",410
"125480935",268
"125488414",0
"12549",1608
"12550",60
"12552",3699
"12554",3407
"12555",50
"12556",0
"12557",0
"12558",5284
"12560",13
"12561",873
"12562",571
"12563",2122
"12564",2478
"12565",809
"12566",38
"12567",989
"12568",4188
"12569",12168
"12570",9317
"12571",169
"12572",2539
"12575",793
"12576",1499
"12577",154
"12578",5
"12579",11
"12580",71
"12581",946
"12583",927
"12585",502
"12587",9
"12589",1616
"12590",0
"12591",0
"12592",0
"12593",368
"12606",291
"12607",1872
"12608",119
"12609",79
"12611",1490
"12613",0
"12614",357
"12615",100
"12616",3655
"12617",766
"12622",6
"12623",0
"12626",2270
"12627",0
"12628",1252
"12630",1
"12631",12605
"12632",3182
"12633",715
"12638",72
"12640",0
"12642",10
"12643",8
"12647",65
"12648",1577
"12649",52
"12651",19
"12652",4832
"12653",17222
"12654",349
"12655",0
"12659",168
"12660",2616
"12661",10106
"12662",3232
"12663",808
"12667",1160
"12669",7255
"12671",3289
"12672",1409
"12675",1132
"12677",10
"12683",53
"12684",26
"12686",0
"12695",344
"12696",1859
"12700",210
"12702",101
"12703",14
"12704",9394
"12705",31
"12709",15709
"12715",2
"12716",7632
"12721",3479
"12722",25
"12723",54
"12724",2295
"12725",10625
"12727",10315
"12728",527
"12729",1475
"12733",5
"12737",57
"12738",4
"12739",8
"12740",0
"12741",437
"12745",738
"12747",3339
"12748",199
"12750",1847
"12751",2384
"12752",337
"12753",5720
"12757",5993
"12759",22404
"12763",1
"12764",3352
"12765",0
"12766",2
"12767",25
"12768",10
"12769",19
"12770",1
"12771",0
"12772",6
"12773",0
"12774",124
"12775",1
"12776",0
"12777",11
"12778",357
"12780",9
"12785",8348
"12788",0
"12789",10
"12790",1
"12793",2580
"12794",4511
"12795",491
"12796",0
"12797",20
"12798",120
"12799",8031
"12801",8348
"12802",11
"12803",0
"12804",2276
"12805",24753
"12807",608
"12808",6848
"12810",1529
"12812",770
"12813",6
"12814",811
"12815",1299
"12816",839
"12817",42
"12818",118
"12819",271
"12821",36
"12822",200
"12823",2385
"12824",44
"12825",108
"12826",2564
"12827",2988
"12828",37
"12829",33
"12830",220
"12831",1704
"12832",154
"12833",3324
"12834",873
"12835",92
"12836",194
"12837",146
"12839",14
"12840",218
"12841",418
"12842",310
"12843",789
"12845",13
"12846",2936
"128462382",0
"12847",12695
"12848",5491
"12850",703
"12854",74
"12856",1246
"12857",15644
"12858",1839
"12859",356
"12861",5111
"12862",110
"12864",2070
"12865",20
"12866",2935
"12867",245
"12868",4666
"12869",8
"12870",732
"12873",0
"12874",5305
"12876",72068
"12877",2658
"12879",318
"12889",21158
"12890",59341
"128900018",13
"12891",4847
"12892",2075
"128932648",1
"12894",1209
"12895",4
"12896",156
"12902",14
"12903",17
"12904",59
"12905",165
"12908",1779
"12909",708
"12912",3051
"12913",1277
"129135233",54
"12914",4111
"12915",1762
"12916",743
"129167829",0
"12918",108
"12919",551
"12921",1071
"12922",26
"12925",100
"12927",1559
"12928",6373
"12929",2413
"12931",34
"12933",6683
"12934",10247
"12936",5
"12937",6
"12939",2
"12941",200
"12942",126
"12943",82
"12944",0
"12945",1
"12946",257
"12950",1101
"12951",0
"12952",779
"12953",5439
"12954",7
"12955",2261
"12957",0
"12958",6
"12959",18
"12960",114
"12961",1
"12962",41
"12964",6
"12965",0
"12966",0
"12967",0
"12968",0
"12969",0
"12970",6
"12971",2106
"12972",473
"12974",7626
"12977",694
"12978",3780
"12981",1
"12982",841
"12983",41
"12984",25
"12985",0
"12986",104
"12988",1033
"12990",0
"12991",0
"12992",0
"12993",0
"12994",0
"12995",3159
"13000",2793
"13001",974
"13002",13593
"13003",826
"13004",10251
"13006",3236
"13007",6404
"13008",100
"13009",0
"13010",19031
"13011",1
"13012",0
"13013",0
"13014",513
"13016",7992
"13017",766
"13018",3193
"13019",43
"13024",97
"13025",30
"13026",1491
"13030",21659
"13032",268
"13033",10936
"13034",0
"13035",0
"13036",314
"13038",118
"13039",3482
"13040",2313
"13041",2
"13043",3308
"13046",9896
"13047",4823
"13048",5695
"13051",1518
"13052",1215
"13056",2275
"13057",134
"13058",20
"13063",1772
"13067",0
"13070",362
"13072",0
"13074",3
"13075",0
"13076",4
"13077",1
"13078",104
"13079",0
"13081",0
"13082",2
"13085",0
"13086",1
"13087",6
"13088",0
"13089",0
"13090",1
"13094",0
"13095",0
"13096",0
"13097",0
"13098",0
"13099",0
"13101",1
"13105",4
"13106",2
"13107",10
"13108",0
"13109",0
"13110",948
"13112",0
"13113",20
"13114",0
"13115",133
"13116",8527
"13117",0
"13118",5
"13119",0
"13120",27
"13121",3034
"13122",0
"13123",422
"13124",6
"13131",4593
"13132",298
"13134",465
"13135",1147
"13136",246
"13137",5
"13138",4036
"13139",469
"13142",3
"13143",64
"13144",1008
"13162",6
"13163",833
"13164",232
"13166",7
"13167",1822
"13168",18
"13169",2553
"13170",1886
"13171",862
"13172",0
"13175",48653
"13176",1365
"13177",383
"13178",1298
"13179",299
"13180",88
"13184",0
"13185",1051
"13190",21
"13191",16127
"13193",1085
"13194",12434
"13195",268
"13196",9809
"13197",212
"13198",806
"13199",28822
"13200",3348
"13202",628
"13204",3748
"13205",10852
"13206",197
"13207",15238
"13209",9077
"13211",7631
"13214",5
"13215",0
"13218",0
"13226",0
"13236",0
"13237",0
"13239",0
"13244",2333
"13340",412
"13345",34
"13346",88
"13347",1205
"13349",1280
"13350",654
"13353",984
"13356",4024
"13358",931
"13360",1099
"13361",192
"13363",11
"13367",3479
"13368",197
"13370",0
"13371",4229
"13380",0
"13382",6401
"13383",11383
"13384",2341
"13385",40591
"13386",109
"13388",207
"13389",33
"13390",500
"13392",134
"13393",0
"13394",8
"13395",147
"13396",135
"13397",4
"13400",324
"13401",3183
"13404",18
"13405",4865
"13406",339
"13409",15
"13411",18
"13417",47
"13418",904
"13419",108
"13421",6
"13423",86
"13424",38580
"13426",6032
"13427",7140
"13429",65462
"13430",1883
"13433",3170
"13434",217
"13435",3801
"13436",15
"13437",1132
"13445",828
"13446",984
"13447",1048
"13448",27
"13449",21
"13476",15867
"13478",376
"13479",0
"13480",209
"13481",851
"13482",246
"13483",11521
"13486",1806
"13487",4
"13488",1150
"13489",719
"13490",22
"13491",7
"13492",111
"13494",2824
"13495",921
"13496",214
"13497",4276
"13498",6332
"13505",1
"13506",26
"13507",3
"13508",4114
"13510",1
"13511",84
"13512",1
"13516",83
"13518",27131
"13521",156
"13522",0
"13524",61
"13525",2
"13526",0
"13527",7001
"13528",2790
"13529",0
"13531",0
"13532",0
"13537",34
"13542",3184
"13543",507
"13544",2363
"13548",3853
"13549",2699
"13555",620
"13557",1495
"13559",340
"13560",752
"13586",0
"13587",0
"13589",3500
"13590",7
"13591",218
"13592",16
"13593",20
"13595",529
"13599",172
"13601",194
"13602",75083
"13603",114
"13605",48
"13607",220
"13608",8
"13609",4821
"13610",350
"13611",19
"13612",8640
"13614",64
"13615",1
"13616",186
"13617",155
"13618",1839
"13619",1798
"13626",694
"13627",27864
"13628",50438
"13629",27564
"13631",1759
"13636",105
"13637",200
"13638",1673
"13639",6
"13640",1909
"13641",630
"13642",2547
"13643",2449
"13644",130
"13645",27
"13646",0
"13648",0
"13649",874
"13650",339
"13653",9669
"13654",247
"13655",8401
"13656",657
"13660",1010
"13661",11
"13663",4101
"13664",1601
"13665",934
"13666",1424
"13667",1187
"13669",9516
"13680",746
"13681",2034
"13682",19311
"13684",2597
"13685",57
"13688",745
"13690",33942
"13706",0
"13709",210
"13710",5
"13711",13
"13712",2252
"13713",288
"13714",239
"13716",650
"13717",236
"13722",1303
"13723",1182
"13726",1130
"13728",5556
"13730",62
"13731",622
"13732",30
"13733",219
"13796",422
"13797",529
"13798",0
"13799",17
"13800",7557
"13801",0
"13803",34252
"13804",141
"13805",841
"13806",2176
"13807",37945
"13808",288
"13809",158
"13813",1
"13819",7387
"13821",28638
"13822",4627
"13823",11183
"13824",96
"13828",1
"13829",15311
"13830",497
"13831",1676
"13835",6
"13836",33
"13837",355
"13838",12297
"13839",4496
"13840",1198
"13841",3572
"13842",262
"13844",1021
"13845",1074
"13846",199
"13848",6192
"13849",741
"13850",1048
"13852",460
"13853",1539
"13854",12997
"13855",4974
"13856",0
"13857",245
"13858",13586
"13859",2554
"13860",1686
"13861",11
"13863",0
"13864",766
"13865",2216
"13866",86
"13867",527
"13869",5236
"13870",605
"13871",892
"13872",1332
"13874",0
"13875",1494
"13876",222
"13877",444
"13884",1
"13885",597
"13897",0
"13909",0
"13924",106
"13929",1590
"13972",116
"13982",150
"13983",12
"13984",0
"13990",1505
"13992",8727
"13996",52
"13998",908
"13999",59
"14000",7895
"14004",1667
"14007",20761
"14008",0
"14009",3866
"14011",1078
"14012",68
"14013",112
"14017",383
"14020",3248
"14025",4132
"14026",5036
"14027",160
"14028",0
"14029",2
"14030",3662
"14038",37
"14042",2064
"14043",1598
"140474",2
"140475",0
"140476",15
"140477",7
"14048",532
"140481",7733
"140482",576
"140483",1056
"140484",673
"140486",2
"140488",205
"140489",2
"14049",52
"140491",1
"140492",1099
"140493",727
"140494",11
"140497",64
"140498",74
"140499",463
"14050",1375
"140500",5581
"14051",353
"140546",4347
"14055",3317
"140557",13
"140559",4669
"14056",194
"14057",2306
"140570",2556
"140571",853
"140577",1417
"140579",7315
"14058",0
"140580",4668
"14060",0
"14061",5
"14062",156
"140629",577
"14063",3
"140630",2689
"14064",57
"14065",9
"14066",1656
"14067",32
"14068",3
"14069",203
"14070",337
"140703",139
"140709",117
"14071",13
"140721",787
"140723",243
"14073",3581
"140740",5517
"140741",179
"140742",2724
"140743",244
"140765",2
"14077",202
"140780",585
"140781",361
"14079",0
"140792",427
"140795",89
"14080",0
"140806",1
"14081",2822
"140810",7186
"14082",64
"14083",8106
"14084",1850
"14085",792
"140858",1058
"140859",90
"14086",8000
"14087",94
"14088",296
"140887",309
"14089",131
"140904",10957
"140917",265
"140918",0
"140919",907
"14102",101
"14103",0
"14104",13571
"14105",1816
"14106",10
"14107",2135
"14109",203
"14113",36
"14114",268
"14115",153
"14118",273
"14119",113
"14120",0
"14121",18
"14123",2057
"14125",0
"14126",0
"14127",158
"14128",34
"14129",74
"14130",99
"14131",306
"14132",552
"14133",4
"14134",7
"14137",2042
"14148",283
"14149",301
"14151",2369
"14154",1869
"14155",7483
"14156",332
"14158",1321
"14159",100
"14160",137
"14161",0
"14163",605
"14164",1889
"14165",327
"14166",898
"14167",10540
"14168",5410
"14169",2811
"14170",0
"14171",16
"14172",77
"14173",177
"14174",6
"14175",0
"14176",132
"14177",0
"14178",17
"14179",0
"14180",777
"14181",32
"14182",1872
"14183",1863
"14184",3691
"14186",2
"14187",20
"14190",42
"14191",2
"14194",2921
"14198",148
"14199",2279
"14200",1581
"14201",29
"14202",10
"14204",0
"14205",161
"14208",2695
"14211",478
"14218",2633
"14219",996
"14221",1602
"14225",12340
"14226",857
"14227",5
"14228",3822
"14229",2100
"14230",157
"14231",84
"14232",6509
"14233",0
"14234",19
"14235",55
"14236",586
"14237",0
"14238",69
"14239",3
"14240",0
"14241",1
"14245",1361
"14246",0
"14247",161
"14248",2572
"14251",4462
"14252",4108
"14254",3716
"14255",398
"14256",104
"14257",174
"14260",1746
"14261",202
"14262",0
"14263",122
"14264",446
"14265",4361
"14266",1264
"14268",2266
"142681",6
"142682",3265
"142687",28
"142688",2392
"14269",5457
"14270",4078
"14272",1629
"14275",10
"14276",9
"14281",596
"14282",636
"14283",0
"14284",1450
"14287",151
"14289",0
"14290",0
"14291",0
"14293",9
"14294",0
"14296",401
"14297",84
"142980",556
"14299",12430
"14300",1058
"14302",23
"14308",0
"14309",0
"14311",0
"14312",8208
"14313",244
"14314",1393
"14317",2
"14319",36362
"14325",1970
"14339",5568
"14343",0
"14344",16
"14345",7
"14346",2
"14347",5
"14348",10327
"14349",178
"14356",409
"14357",2705
"14359",3196
"14360",5219
"14362",491
"14365",8766
"14366",764
"14367",59
"14368",326
"14369",219
"14370",111
"14371",107
"14373",53
"14375",627
"14376",4766
"14377",2
"14378",0
"14380",152
"14381",640
"14385",655
"14387",8313
"14388",1099
"14389",954
"14390",1031
"14391",788
"14394",25631
"14395",7991
"14396",8173
"14397",6791
"14399",1
"14400",7924
"14401",20263
"14402",14072
"14403",2444
"14404",6
"14405",1389
"14406",10176
"14407",2183
"14408",0
"14409",16
"14411",15
"14412",268
"14415",11486
"14417",9130
"14419",7
"14420",1174
"14421",3331
"14422",9
"14423",2480
"14425",36
"14426",156
"14427",10
"14428",28
"14429",4
"14430",1523
"14431",281
"14432",6859
"14433",1704
"14447",183
"14450",1514
"14451",149
"14453",366
"14455",896
"14456",3230
"14457",27314
"14459",1
"14460",0
"14461",142
"14462",0
"14463",0
"14464",0
"14465",2
"14466",1853
"14467",3298
"14468",0
"14469",85
"14470",2087
"14472",2
"14473",3
"14479",4798
"14489",18609
"14525",0
"14526",4
"14527",0
"14528",39
"14531",0
"14533",121
"14534",3151
"14536",368
"14537",74
"14538",1497
"14539",9
"14544",16806
"14545",5458
"14547",1619
"14548",449
"14555",3079
"14559",0
"14560",168
"14561",595
"14562",0
"14563",6
"14566",22
"14567",22258
"14569",7025
"14570",1809
"14571",6587
"14573",11
"14579",51
"14580",2572
"14581",2
"14582",0
"14583",3793
"14584",275
"14585",1803
"14586",4336
"14587",0
"14588",966
"14590",532
"14593",2561
"14594",130
"14595",235
"14598",87
"14599",0
"14600",340
"14601",1
"14602",0
"14603",0
"14605",3308
"14607",0
"14608",916
"14609",6195
"14610",0
"14611",1
"14612",85
"14613",21
"14615",155
"14616",0
"14617",186
"14618",214
"14619",193
"14620",0
"14621",0
"14622",2
"14623",1717
"14625",0
"14626",5
"14628",2564
"14629",2834
"14630",1332
"14632",73
"14633",140
"14634",480
"14635",231
"14645",47280
"14651",2770
"14652",16
"14654",15
"14657",5
"14658",13006
"14659",3
"14660",21131
"14661",7524
"14663",0
"14664",1158
"14667",2048
"14670",7046
"14672",4858
"14673",1605
"14674",2585
"14675",183
"14676",58
"14677",9518
"14678",5499
"14679",1608
"14680",9780
"14681",32950
"14682",12707
"14683",53938
"14685",7
"14686",3
"14687",3678
"14688",33133
"14693",8137
"14694",4087
"14695",1
"14696",1735
"14697",5302
"14699",0
"14700",860
"14701",3053
"14702",8131
"14704",7280
"14705",3008
"14706",1666
"14707",66
"14708",5907
"14709",15
"14710",35
"14711",17
"14712",2313
"14714",1
"14715",0
"14718",12759
"14719",3860
"14723",81
"14724",233
"14725",5
"14726",253
"14727",2
"14728",6
"14729",17
"14731",900
"14732",2932
"14733",2704
"14734",126
"14735",587
"14738",495
"14739",58
"14744",7
"14745",1067
"14747",115
"14748",185
"14751",7448
"14755",2899
"14756",1443
"14758",36101
"14760",323
"14761",1197
"14762",0
"14763",1911
"14764",2
"14765",7
"14766",1735
"14767",2
"14768",6936
"14772",110
"14773",1206
"14775",1333
"14776",1
"14777",3
"14778",206
"14780",0
"14782",1305
"14783",1633
"14784",4389
"14786",62
"14787",184
"14788",2559
"14789",466
"14790",1936
"14791",847
"14792",532
"14793",13
"14794",34
"14797",11112
"14799",16403
"14800",34267
"14802",5977
"14803",3189
"14804",960
"14805",612
"14806",2557
"14807",5539
"14809",10132
"14810",13327
"14811",12120
"14812",23905
"14813",1613
"14814",470
"14815",5927
"14816",2233
"14823",1024
"14824",1815
"14825",1
"14827",9647
"14828",7482
"14829",39
"14836",1
"14840",18
"14841",6
"14842",0
"14843",1
"14852",5193
"14853",849
"14854",266
"14857",2
"14858",3
"14859",44
"14860",1528
"14862",1269
"14863",9
"14864",1
"14865",246
"14866",4633
"14867",68
"14869",123
"14870",669
"14871",240
"14872",84
"14873",775
"14874",1112
"14884",1993
"14885",442
"14886",15038
"14894",971
"14897",10682
"14904",1810
"14910",273
"14911",733
"14912",129
"14913",1
"14915",0
"14916",0
"14917",12
"14918",0
"14919",126
"14923",2173
"14924",5251
"14933",1497
"14934",7
"14936",562
"14938",0
"14939",0
"14940",0
"14941",0
"14942",0
"14943",0
"14944",0
"14945",1
"14950",1859
"14955",0
"14957",3
"14958",3164
"14960",18
"14961",26
"14962",144
"14963",22
"14964",1160
"14969",14
"14972",542
"14976",775
"14977",2831
"14979",479
"14985",0
"14990",0
"14991",122
"14997",0
"14998",387
"14999",35
"15000",19
"15001",6
"15002",22
"15006",28
"15007",9
"15013",12
"15015",85
"15016",2
"15018",3
"15024",115
"15039",531
"15040",603
"15042",352
"15043",0
"15061",0
"15064",155
"15077",25
"15078",1545
