"","sorted_reads_SRR14114310.bam"
"102636009",0
"102636011",9
"102636012",2
"102636013",7
"102636014",1
"102636015",2
"102636019",34
"102636020",0
"102636022",1
"102636024",16
"102636025",7
"102636026",1
"102636027",0
"102636033",2
"102636034",0
"102636035",4
"102636037",5
"102636039",2
"102636040",2
"102636041",192
"102636046",0
"102636048",23
"102636049",67
"102636051",0
"102636052",0
"102636055",9
"102636057",0
"102636058",4
"102636059",2
"102636066",41
"102636067",3
"102636070",0
"102636074",0
"102636075",0
"102636076",0
"102636077",0
"102636078",85
"102636079",0
"102636081",0
"102636082",0
"102636083",0
"102636085",2
"102636087",0
"102636088",158
"102636089",5
"102636090",0
"102636092",0
"102636093",0
"102636095",12
"102636096",0
"102636098",0
"102636099",0
"102636101",20
"102636107",24
"102636109",1
"102636110",0
"102636111",1
"102636112",0
"102636114",0
"102636115",0
"102636118",6
"102636119",0
"102636121",0
"102636124",0
"102636126",0
"102636127",0
"102636128",0
"102636130",24
"102636131",25
"102636133",0
"102636135",0
"102636136",0
"102636138",2
"102636139",2
"102636140",0
"102636141",13
"102636142",0
"102636144",0
"102636145",0
"102636146",232
"102636148",0
"102636149",1
"102636151",0
"102636152",1
"102636154",6
"102636155",7
"102636159",1
"102636160",0
"102636162",0
"102636164",39
"102636165",0
"102636166",1
"102636167",9
"102636168",2
"102636175",8
"102636178",6
"102636179",37
"102636180",166
"102636181",0
"102636183",5
"102636184",0
"102636187",7
"102636188",1
"102636189",1
"102636191",0
"102636192",0
"102636195",0
"102636197",0
"102636200",1
"102636201",0
"102636202",0
"102636203",0
"102636207",0
"102636208",0
"102636213",0
"102636215",1
"102636218",0
"102636219",0
"102636222",0
"102636224",0
"102636226",0
"102636229",0
"102636232",1
"102636238",120
"102636239",102
"102636241",0
"102636246",0
"102636249",0
"102636251",0
"102636252",0
"102636253",0
"102636258",25
"102636260",3
"102636262",62
"102636263",3
"102636265",0
"102636266",0
"102636267",0
"102636268",1
"102636270",0
"102636274",5
"102636276",2
"102636277",3
"102636278",0
"102636279",0
"102636280",1
"102636286",0
"102636290",0
"102636293",0
"102636297",0
"102636299",381
"102636302",0
"102636303",0
"102636304",3
"102636305",0
"102636307",3
"102636309",260
"102636310",0
"102636312",0
"102636313",0
"102636314",2
"102636316",0
"102636324",0
"102636328",2
"102636330",0
"102636331",0
"102636332",0
"102636334",0
"102636335",0
"102636338",24
"102636341",0
"102636342",0
"102636343",0
"102636346",0
"102636347",0
"102636350",0
"102636354",2
"102636359",6
"102636360",112
"102636361",0
"102636362",197
"102636363",0
"102636366",0
"102636367",1
"102636368",0
"102636372",1
"102636373",0
"102636374",0
"102636375",0
"102636376",0
"102636377",1
"102636378",0
"102636379",0
"102636380",0
"102636382",19
"102636385",3
"102636387",8
"102636392",0
"102636393",2
"102636395",0
"102636396",0
"102636399",0
"102636401",0
"102636404",0
"102636405",0
"102636406",0
"102636407",0
"102636408",0
"102636409",10
"102636410",0
"102636411",2
"102636412",0
"102636414",7
"102636415",9
"102636418",0
"102636424",0
"102636425",5
"102636426",0
"102636429",0
"102636431",8
"102636432",0
"102636436",0
"102636438",0
"102636439",0
"102636441",0
"102636445",3
"102636446",4
"102636447",0
"102636454",10
"102636455",0
"102636457",0
"102636458",1
"102636460",0
"102636467",9
"102636468",0
"102636470",0
"102636471",0
"102636473",0
"102636474",14
"102636475",3
"102636476",69
"102636478",0
"102636479",0
"102636483",0
"102636484",36
"102636486",0
"102636490",23
"102636491",2
"102636496",0
"102636497",0
"102636498",3
"102636500",1
"102636504",0
"102636505",0
"102636508",0
"102636509",0
"102636510",0
"102636512",1
"102636514",0
"102636516",4
"102636518",0
"102636520",0
"102636521",0
"102636522",0
"102636524",7
"102636528",0
"102636530",0
"102636534",0
"102636536",0
"102636537",0
"102636539",0
"102636540",0
"102636541",0
"102636542",1
"102636543",2
"102636545",84
"102636546",79
"102636547",48
"102636548",0
"102636549",14
"102636550",0
"102636552",0
"102636553",0
"102636556",0
"102636557",0
"102636558",0
"102636559",0
"102636561",14
"102636563",16
"102636564",14
"102636565",1
"102636566",1
"102636567",0
"102636569",0
"102636570",6
"102636575",0
"102636577",1
"102636578",60
"102636581",0
"102636582",23
"102636585",0
"102636587",12
"102636590",0
"102636591",119
"102636592",1
"102636593",12
"102636597",4
"102636598",10
"102636600",0
"102636601",1
"102636602",0
"102636603",2
"102636604",9
"102636606",3
"102636610",1
"102636611",8
"102636612",2
"102636618",0
"102636619",0
"102636620",0
"102636621",1
"102636622",0
"102636625",2
"102636627",1
"102636630",1
"102636631",0
"102636632",1
"102636633",0
"102636634",0
"102636635",6
"102636636",0
"102636637",5
"102636638",0
"102636639",2
"102636640",148
"102636641",56
"102636642",0
"102636643",38
"102636647",0
"102636648",2
"102636655",0
"102636656",0
"102636657",6
"102636658",0
"102636661",5
"102636662",2
"102636663",2
"102636664",31
"102636665",0
"102636668",0
"102636669",0
"102636671",0
"102636672",0
"102636673",1
"102636674",0
"102636676",0
"102636677",22
"102636679",3
"102636681",0
"102636682",0
"102636685",8
"102636689",0
"102636691",0
"102636693",0
"102636694",0
"102636695",2
"102636696",4
"102636699",2
"102636700",88
"102636701",0
"102636702",6
"102636703",0
"102636704",0
"102636705",3
"102636706",0
"102636712",0
"102636714",14
"102636716",43
"102636721",1
"102636723",4
"102636728",0
"102636729",15
"102636731",1
"102636732",0
"102636735",0
"102636736",0
"102636737",5
"102636738",0
"102636740",1
"102636743",0
"102636745",33
"102636746",0
"102636754",39
"102636755",0
"102636757",0
"102636759",0
"102636760",1
"102636761",5
"102636764",0
"102636765",38
"102636766",14
"102636769",0
"102636770",0
"102636772",0
"102636773",0
"102636774",0
"102636777",0
"102636779",21
"102636781",2
"102636782",3
"102636789",3
"102636790",3
"102636791",0
"102636792",3
"102636794",2
"102636795",34
"102636797",5
"102636798",0
"102636802",0
"102636803",48
"102636806",34
"102636807",0
"102636808",16
"102636811",0
"102636812",0
"102636813",0
"102636818",0
"102636819",0
"102636820",3
"102636823",0
"102636824",1
"102636825",1
"102636826",0
"102636830",3
"102636831",0
"102636833",0
"102636835",9
"102636836",681
"102636838",0
"102636839",0
"102636840",0
"102636843",5
"102636845",5
"102636847",3
"102636848",10
"102636849",4
"102636850",0
"102636851",0
"102636855",0
"102636858",0
"102636861",1
"102636864",0
"102636866",1
"102636868",1
"102636872",0
"102636873",0
"102636876",0
"102636877",2
"102636878",1
"102636879",17
"102636880",0
"102636881",0
"102636883",0
"102636886",0
"102636888",0
"102636890",2
"102636891",0
"102636892",18
"102636895",0
"102636896",32
"102636897",0
"102636898",0
"102636901",0
"102636903",10
"102636904",0
"102636905",58
"102636907",6
"102636909",1
"102636910",20
"102636915",27
"102636916",0
"102636917",6
"102636919",0
"102636920",1
"102636922",0
"102636923",37
"102636926",1
"102636929",0
"102636931",250
"102636934",0
"102636939",2
"102636940",2
"102636942",2
"102636944",16
"102636945",20
"102636948",0
"102636951",0
"102636957",0
"102636959",0
"102636961",0
"102636963",0
"102636964",0
"102636965",0
"102636967",0
"102636968",0
"102636969",0
"102636971",0
"102636973",0
"102636974",0
"102636978",0
"102636980",0
"102636982",0
"102636983",0
"102636986",6
"102636988",4
"102636989",0
"102636991",18
"102636992",0
"102636994",0
"102636996",1
"102637001",0
"102637003",0
"102637005",0
"102637007",1
"102637008",0
"102637009",0
"102637010",2
"102637011",1
"102637015",0
"102637018",1
"102637020",17
"102637022",1
"102637024",0
"102637025",271
"102637026",19
"102637028",11
"102637033",3
"102637034",3
"102637035",0
"102637037",1
"102637038",13
"102637039",1
"102637041",1
"102637042",0
"102637048",5
"102637052",0
"102637053",3
"102637057",0
"102637058",1
"102637061",0
"102637062",0
"102637063",1
"102637064",0
"102637066",0
"102637067",0
"102637069",3
"102637070",0
"102637071",0
"102637074",8
"102637075",10
"102637077",2
"102637078",0
"102637079",0
"102637080",0
"102637082",0
"102637085",0
"102637086",0
"102637087",636
"102637088",0
"102637089",0
"102637093",0
"102637096",0
"102637097",148
"102637100",22
"102637102",0
"102637104",3
"102637107",0
"102637109",4
"102637110",18
"102637112",25
"102637113",18
"102637114",0
"102637118",1
"102637119",0
"102637122",1
"102637126",1
"102637127",1
"102637129",62
"102637130",0
"102637131",2
"102637132",4
"102637133",0
"102637135",0
"102637139",0
"102637140",0
"102637142",0
"102637143",0
"102637145",2
"102637146",0
"102637147",0
"102637148",13
"102637149",0
"102637151",6
"102637152",0
"102637153",2
"102637154",0
"102637157",0
"102637159",0
"102637160",0
"102637161",1
"102637163",0
"102637166",0
"102637167",5
"102637169",0
"102637171",0
"102637176",0
"102637177",1
"102637178",26
"102637179",1
"102637182",1
"102637183",0
"102637184",30
"102637185",0
"102637188",2
"102637189",3
"102637190",11
"102637191",0
"102637192",0
"102637193",0
"102637194",4
"102637197",0
"102637198",0
"102637201",9
"102637202",0
"102637203",33
"102637204",7
"102637205",0
"102637206",20
"102637208",0
"102637209",30
"102637213",0
"102637216",4
"102637217",1
"102637221",3
"102637226",0
"102637227",0
"102637228",0
"102637229",3
"102637230",0
"102637233",3
"102637237",0
"102637239",0
"102637240",0
"102637243",52
"102637246",0
"102637247",0
"102637248",0
"102637250",5
"102637251",2
"102637253",0
"102637254",0
"102637256",7
"102637258",0
"102637261",1
"102637264",0
"102637266",0
"102637267",2
"102637270",0
"102637272",0
"102637273",0
"102637276",3
"102637278",0
"102637282",0
"102637283",2
"102637285",2
"102637289",8
"102637297",0
"102637299",0
"102637300",3
"102637301",0
"102637302",0
"102637304",1
"102637307",0
"102637309",0
"102637310",0
"102637311",2
"102637313",0
"102637314",0
"102637315",22
"102637316",0
"102637320",3
"102637329",15
"102637331",1
"102637333",0
"102637334",0
"102637336",8
"102637337",0
"102637341",0
"102637343",2
"102637344",0
"102637345",2
"102637346",2
"102637347",0
"102637349",0
"102637350",0
"102637351",0
"102637354",0
"102637355",2
"102637363",2
"102637364",3
"102637366",71
"102637367",6
"102637368",0
"102637369",0
"102637370",15
"102637373",0
"102637377",0
"102637379",0
"102637380",0
"102637381",15
"102637384",0
"102637386",0
"102637389",1
"102637392",0
"102637398",0
"102637404",11
"102637405",0
"102637406",4
"102637410",0
"102637411",0
"102637413",0
"102637416",0
"102637417",0
"102637419",0
"102637421",0
"102637422",4
"102637423",0
"102637425",0
"102637427",4
"102637430",0
"102637436",4
"102637437",0
"102637438",23
"102637439",9
"102637442",3
"102637443",0
"102637444",0
"102637446",1
"102637447",0
"102637448",4
"102637449",0
"102637450",0
"102637452",20
"102637456",0
"102637460",0
"102637461",0
"102637462",3
"102637464",86
"102637465",3
"102637466",0
"102637478",0
"102637481",3
"102637485",9
"102637486",0
"102637487",2
"102637489",0
"102637490",0
"102637491",16
"102637492",2
"102637493",1
"102637495",0
"102637496",0
"102637497",0
"102637498",0
"102637499",0
"102637500",0
"102637501",0
"102637503",0
"102637505",4
"102637506",0
"102637507",1
"102637508",24
"102637509",0
"102637510",0
"102637511",9
"102637513",5
"102637514",34
"102637515",22
"102637517",27
"102637519",0
"102637520",0
"102637521",0
"102637526",0
"102637529",6
"102637530",0
"102637531",0
"102637535",1
"102637536",0
"102637537",61
"102637538",0
"102637539",0
"102637540",2
"102637541",11
"102637542",9
"102637543",0
"102637544",1
"102637545",1
"102637546",9
"102637547",0
"102637553",1
"102637554",0
"102637555",2
"102637557",7
"102637558",4
"102637559",0
"102637560",0
"102637563",13
"102637567",2
"102637568",6
"102637569",0
"102637570",0
"102637571",5
"102637572",2
"102637573",0
"102637574",1
"102637575",1
"102637576",13
"102637578",3
"102637581",0
"102637582",15
"102637583",24
"102637587",0
"102637589",2
"102637590",3
"102637592",0
"102637593",11
"102637598",1
"102637599",0
"102637602",1
"102637603",0
"102637604",0
"102637607",0
"102637611",4
"102637612",0
"102637613",3
"102637615",0
"102637619",11
"102637623",0
"102637626",2
"102637627",11
"102637634",0
"102637635",0
"102637640",2
"102637641",0
"102637642",17
"102637643",1
"102637645",0
"102637646",0
"102637647",1
"102637648",5
"102637649",0
"102637654",0
"102637658",0
"102637659",0
"102637660",6
"102637662",0
"102637664",13
"102637665",0
"102637666",0
"102637668",3
"102637672",2
"102637673",0
"102637674",10
"102637675",0
"102637677",0
"102637679",0
"102637681",0
"102637682",4
"102637684",12
"102637688",1
"102637693",89
"102637696",6
"102637698",7
"102637699",0
"102637701",0
"102637703",0
"102637704",0
"102637705",0
"102637707",9
"102637709",0
"102637710",26
"102637715",4
"102637717",0
"102637718",0
"102637719",12
"102637720",2
"102637721",8
"102637726",0
"102637730",1
"102637732",0
"102637733",0
"102637734",0
"102637735",16
"102637738",0
"102637740",0
"102637741",0
"102637744",1
"102637745",0
"102637750",0
"102637751",0
"102637752",0
"102637753",1
"102637756",0
"102637758",0
"102637759",10
"102637760",0
"102637763",7
"102637765",0
"102637769",0
"102637772",0
"102637773",0
"102637774",0
"102637775",5
"102637776",2
"102637777",0
"102637781",0
"102637782",7
"102637785",24
"102637787",10
"102637788",1
"102637790",1
"102637791",0
"102637792",3
"102637793",0
"102637794",0
"102637797",19
"102637800",0
"102637801",0
"102637802",0
"102637806",2
"102637807",0
"102637808",2
"102637809",4
"102637810",0
"102637812",0
"102637813",0
"102637814",13
"102637815",1
"102637817",0
"102637819",0
"102637820",0
"102637822",8
"102637823",0
"102637825",23
"102637827",0
"102637828",0
"102637832",2
"102637834",0
"102637835",0
"102637838",0
"102637839",5
"102637841",0
"102637842",0
"102637845",25
"102637848",0
"102637851",0
"102637852",12
"102637854",1
"102637855",0
"102637856",1
"102637858",1
"102637859",1
"102637862",0
"102637865",55
"102637866",0
"102637869",2
"102637870",1
"102637873",10
"102637874",12
"102637876",0
"102637877",0
"102637882",0
"102637884",0
"102637886",7
"102637887",169
"102637888",0
"102637889",0
"102637890",1
"102637892",1
"102637893",9
"102637894",10
"102637895",0
"102637897",0
"102637900",6
"102637901",0
"102637902",0
"102637903",0
"102637906",3
"102637910",0
"102637911",4
"102637912",0
"102637913",2
"102637914",6
"102637916",1
"102637919",0
"102637920",0
"102637922",1
"102637925",0
"102637926",29
"102637928",0
"102637929",0
"102637930",0
"102637931",26
"102637932",25
"102637933",0
"102637934",1
"102637935",0
"102637936",0
"102637939",0
"102637940",0
"102637941",0
"102637943",0
"102637944",0
"102637946",45
"102637948",7
"102637951",0
"102637952",0
"102637953",17
"102637956",0
"102637957",0
"102637959",117
"102637960",0
"102637961",1
"102637962",0
"102637964",0
"102637965",0
"102637966",9
"102637967",0
"102637968",0
"102637969",0
"102637970",0
"102637971",3
"102637972",4
"102637973",0
"102637974",0
"102637975",16
"102637977",2
"102637978",1
"102637980",1
"102637983",2
"102637984",0
"102637987",1
"102637990",1
"102637991",3
"102637993",3
"102637997",4
"102638000",0
"102638002",5
"102638004",0
"102638005",14
"102638007",0
"102638008",0
"102638009",1
"102638015",0
"102638016",12
"102638019",2
"102638020",0
"102638021",0
"102638025",0
"102638028",0
"102638029",1
"102638031",0
"102638033",0
"102638034",0
"102638035",2
"102638036",0
"102638037",6
"102638038",303
"102638039",0
"102638042",1
"102638044",0
"102638047",0
"102638051",0
"102638052",0
"102638057",0
"102638065",2
"102638066",0
"102638071",10
"102638072",0
"102638074",11
"102638075",0
"102638076",3
"102638077",2
"102638080",0
"102638082",4
"102638083",23
"102638085",3
"102638086",0
"102638087",0
"102638090",1
"102638091",6
"102638093",6
"102638094",3
"102638095",1
"102638096",0
"102638097",0
"102638099",1
"102638102",4
"102638104",1
"102638109",0
"102638112",0
"102638113",8
"102638114",1
"102638115",0
"102638116",1
"102638117",17
"102638118",0
"102638119",0
"102638120",7
"102638121",6
"102638122",0
"102638124",0
"102638127",0
"102638128",0
"102638130",0
"102638132",0
"102638133",0
"102638134",0
"102638135",8
"102638136",1
"102638137",10
"102638141",39
"102638142",0
"102638148",0
"102638151",3
"102638152",0
"102638153",2
"102638158",13
"102638159",0
"102638161",0
"102638164",0
"102638165",0
"102638166",0
"102638167",1
"102638168",23
"102638170",0
"102638172",30
"102638174",13
"102638175",9
"102638176",0
"102638178",0
"102638179",1
"102638180",0
"102638185",18
"102638187",0
"102638189",0
"102638195",8
"102638197",0
"102638199",0
"102638201",0
"102638202",2
"102638203",0
"102638204",2
"102638205",0
"102638206",0
"102638207",0
"102638208",0
"102638209",16
"102638211",0
"102638213",0
"102638215",0
"102638216",5
"102638220",0
"102638221",8
"102638224",23
"102638225",2
"102638226",102
"102638227",1
